Constituent,Julian_day,Depth,Elevation,Seg_29 ,Elevation,Seg_15 ,Elevation
H2S                                   ,113.5,8.358,83.835,0,83.835,0,
H2S                                   ,113.5,8.968,83.225,0,83.225,0,
H2S                                   ,113.5,9.578,82.615,0,82.615,0,
H2S                                   ,113.5,10.188,82.005,0,82.005,0,
H2S                                   ,113.5,10.798,81.395,0,81.395,0,
H2S                                   ,113.5,11.408,80.785,0,80.785,0,
H2S                                   ,113.5,12.018,80.175,0,80.175,0,
H2S                                   ,113.5,12.628,79.565,0,79.565,0,
H2S                                   ,113.5,13.238,78.955,0,78.955,0,
H2S                                   ,113.5,13.848,78.345,0,78.345,0,
H2S                                   ,113.5,14.458,77.735,0,77.735,0,
H2S                                   ,113.5,15.068,77.125,0,77.125,0,
H2S                                   ,113.5,15.678,76.515,0,76.515,0,
H2S                                   ,113.5,16.288,75.905,0,75.905,0,
H2S                                   ,113.5,16.898,75.295,0,75.295,0,
H2S                                   ,113.5,17.508,74.685,0,74.685,0,
H2S                                   ,113.5,18.118,74.075,0,74.075,0,
H2S                                   ,113.5,18.728,73.465,0,73.465,0,
H2S                                   ,113.5,19.338,72.855,0,72.855,0,
H2S                                   ,113.5,19.948,72.245,0,72.245,0,
H2S                                   ,113.5,20.558,71.635,0,71.635,0,
H2S                                   ,113.5,21.168,71.025,0,71.025,0,
H2S                                   ,113.5,21.778,70.415,0,70.415,0,
H2S                                   ,113.5,22.388,69.805,0,69.805,-99,
H2S                                   ,113.5,22.998,69.195,0,69.195,-99,
H2S                                   ,113.5,23.608,68.585,0,68.585,-99,
H2S                                   ,113.5,24.218,67.975,0,67.975,-99,
H2S                                   ,113.5,24.828,67.365,0,67.365,-99,
H2S                                   ,113.5,25.438,66.755,0,66.755,-99,
H2S                                   ,113.5,26.048,66.145,0,66.145,-99,
H2S                                   ,113.5,26.658,65.535,0,65.535,-99,
H2S                                   ,113.5,27.268,64.925,0,64.925,-99,
H2S                                   ,113.5,27.878,64.315,0,64.315,-99,
H2S                                   ,113.5,28.488,63.705,0,63.705,-99,
H2S                                   ,113.5,29.098,63.095,0,63.095,-99,
H2S                                   ,113.5,29.708,62.485,0,62.485,-99,
H2S                                   ,113.5,30.318,61.875,0,61.875,-99,
H2S                                   ,113.5,30.928,61.265,-99,61.265,-99,
H2S                                   ,113.5,31.538,60.655,-99,60.655,-99,
H2S                                   ,113.5,32.148,60.045,-99,60.045,-99,
H2S                                   ,113.5,32.758,59.435,-99,59.435,-99,
H2S                                   ,113.5,33.368,58.825,-99,58.825,-99,
H2S                                   ,113.5,33.978,58.215,-99,58.215,-99,
H2S                                   ,113.5,34.588,57.605,-99,57.605,-99,
CH4_dissolved_gas                     ,113.5,0.366,91.826,0,91.827,0,
CH4_dissolved_gas                     ,113.5,1.038,91.155,0,91.155,0,
CH4_dissolved_gas                     ,113.5,1.648,90.545,0,90.545,0,
CH4_dissolved_gas                     ,113.5,2.258,89.935,0,89.935,0,
CH4_dissolved_gas                     ,113.5,2.868,89.325,0,89.325,0,
CH4_dissolved_gas                     ,113.5,3.478,88.715,0,88.715,0,
CH4_dissolved_gas                     ,113.5,4.088,88.105,0,88.105,0,
CH4_dissolved_gas                     ,113.5,4.698,87.495,0,87.495,0,
CH4_dissolved_gas                     ,113.5,5.308,86.885,0,86.885,0,
CH4_dissolved_gas                     ,113.5,5.918,86.275,0,86.275,0,
CH4_dissolved_gas                     ,113.5,6.528,85.665,0,85.665,0,
CH4_dissolved_gas                     ,113.5,7.138,85.055,0,85.055,0,
CH4_dissolved_gas                     ,113.5,7.748,84.445,0,84.445,0,
CH4_dissolved_gas                     ,113.5,8.358,83.835,0,83.835,0,
CH4_dissolved_gas                     ,113.5,8.968,83.225,0,83.225,0,
CH4_dissolved_gas                     ,113.5,9.578,82.615,0,82.615,0,
CH4_dissolved_gas                     ,113.5,10.188,82.005,0,82.005,0,
CH4_dissolved_gas                     ,113.5,10.798,81.395,0,81.395,0,
CH4_dissolved_gas                     ,113.5,11.408,80.785,0,80.785,0,
CH4_dissolved_gas                     ,113.5,12.018,80.175,0,80.175,0,
CH4_dissolved_gas                     ,113.5,12.628,79.565,0,79.565,0,
CH4_dissolved_gas                     ,113.5,13.238,78.955,0,78.955,0,
CH4_dissolved_gas                     ,113.5,13.848,78.345,0,78.345,0,
CH4_dissolved_gas                     ,113.5,14.458,77.735,0,77.735,0,
CH4_dissolved_gas                     ,113.5,15.068,77.125,0,77.125,0,
CH4_dissolved_gas                     ,113.5,15.678,76.515,0,76.515,0,
CH4_dissolved_gas                     ,113.5,16.288,75.905,0,75.905,0,
CH4_dissolved_gas                     ,113.5,16.898,75.295,0,75.295,0,
CH4_dissolved_gas                     ,113.5,17.508,74.685,0,74.685,0,
CH4_dissolved_gas                     ,113.5,18.118,74.075,0,74.075,0,
CH4_dissolved_gas                     ,113.5,18.728,73.465,0,73.465,0,
CH4_dissolved_gas                     ,113.5,19.338,72.855,0,72.855,0,
CH4_dissolved_gas                     ,113.5,19.948,72.245,0,72.245,0,
CH4_dissolved_gas                     ,113.5,20.558,71.635,0,71.635,0,
CH4_dissolved_gas                     ,113.5,21.168,71.025,0,71.025,0,
CH4_dissolved_gas                     ,113.5,21.778,70.415,0,70.415,0,
CH4_dissolved_gas                     ,113.5,22.388,69.805,0,69.805,-99,
CH4_dissolved_gas                     ,113.5,22.998,69.195,0,69.195,-99,
CH4_dissolved_gas                     ,113.5,23.608,68.585,0,68.585,-99,
CH4_dissolved_gas                     ,113.5,24.218,67.975,0,67.975,-99,
CH4_dissolved_gas                     ,113.5,24.828,67.365,0,67.365,-99,
CH4_dissolved_gas                     ,113.5,25.438,66.755,0,66.755,-99,
CH4_dissolved_gas                     ,113.5,26.048,66.145,0,66.145,-99,
CH4_dissolved_gas                     ,113.5,26.658,65.535,0,65.535,-99,
CH4_dissolved_gas                     ,113.5,27.268,64.925,0,64.925,-99,
CH4_dissolved_gas                     ,113.5,27.878,64.315,0,64.315,-99,
CH4_dissolved_gas                     ,113.5,28.488,63.705,0,63.705,-99,
CH4_dissolved_gas                     ,113.5,29.098,63.095,0,63.095,-99,
CH4_dissolved_gas                     ,113.5,29.708,62.485,0,62.485,-99,
CH4_dissolved_gas                     ,113.5,30.318,61.875,0,61.875,-99,
CH4_dissolved_gas                     ,113.5,30.928,61.265,-99,61.265,-99,
CH4_dissolved_gas                     ,113.5,31.538,60.655,-99,60.655,-99,
CH4_dissolved_gas                     ,113.5,32.148,60.045,-99,60.045,-99,
CH4_dissolved_gas                     ,113.5,32.758,59.435,-99,59.435,-99,
CH4_dissolved_gas                     ,113.5,33.368,58.825,-99,58.825,-99,
CH4_dissolved_gas                     ,113.5,33.978,58.215,-99,58.215,-99,
CH4_dissolved_gas                     ,113.5,34.588,57.605,-99,57.605,-99,
SO4_dissolved                         ,113.5,0.366,91.826,2.148,91.827,2.298,
SO4_dissolved                         ,113.5,1.038,91.155,2.148,91.155,2.298,
SO4_dissolved                         ,113.5,1.648,90.545,2.148,90.545,2.298,
SO4_dissolved                         ,113.5,2.258,89.935,2.148,89.935,2.298,
SO4_dissolved                         ,113.5,2.868,89.325,2.148,89.325,2.296,
SO4_dissolved                         ,113.5,3.478,88.715,2.145,88.715,2.291,
SO4_dissolved                         ,113.5,4.088,88.105,2.14,88.105,2.288,
SO4_dissolved                         ,113.5,4.698,87.495,2.136,87.495,2.287,
SO4_dissolved                         ,113.5,5.308,86.885,2.136,86.885,2.286,
SO4_dissolved                         ,113.5,5.918,86.275,2.137,86.275,2.286,
SO4_dissolved                         ,113.5,6.528,85.665,2.137,85.665,2.286,
SO4_dissolved                         ,113.5,7.138,85.055,2.136,85.055,2.286,
SO4_dissolved                         ,113.5,7.748,84.445,2.136,84.445,2.286,
SO4_dissolved                         ,113.5,8.358,83.835,2.136,83.835,2.286,
SO4_dissolved                         ,113.5,8.968,83.225,2.137,83.225,2.286,
SO4_dissolved                         ,113.5,9.578,82.615,2.137,82.615,2.286,
SO4_dissolved                         ,113.5,10.188,82.005,2.137,82.005,2.286,
SO4_dissolved                         ,113.5,10.798,81.395,2.138,81.395,2.286,
SO4_dissolved                         ,113.5,11.408,80.785,2.138,80.785,2.286,
SO4_dissolved                         ,113.5,12.018,80.175,2.139,80.175,2.286,
SO4_dissolved                         ,113.5,12.628,79.565,2.139,79.565,2.286,
SO4_dissolved                         ,113.5,13.238,78.955,2.14,78.955,2.286,
SO4_dissolved                         ,113.5,13.848,78.345,2.14,78.345,2.287,
SO4_dissolved                         ,113.5,14.458,77.735,2.141,77.735,2.287,
SO4_dissolved                         ,113.5,15.068,77.125,2.141,77.125,2.287,
SO4_dissolved                         ,113.5,15.678,76.515,2.142,76.515,2.287,
SO4_dissolved                         ,113.5,16.288,75.905,2.143,75.905,2.287,
SO4_dissolved                         ,113.5,16.898,75.295,2.143,75.295,2.287,
SO4_dissolved                         ,113.5,17.508,74.685,2.144,74.685,2.288,
SO4_dissolved                         ,113.5,18.118,74.075,2.144,74.075,2.288,
SO4_dissolved                         ,113.5,18.728,73.465,2.145,73.465,2.288,
SO4_dissolved                         ,113.5,19.338,72.855,2.145,72.855,2.289,
SO4_dissolved                         ,113.5,19.948,72.245,2.146,72.245,2.289,
SO4_dissolved                         ,113.5,20.558,71.635,2.146,71.635,2.29,
SO4_dissolved                         ,113.5,21.168,71.025,2.147,71.025,2.291,
SO4_dissolved                         ,113.5,21.778,70.415,2.147,70.415,2.292,
SO4_dissolved                         ,113.5,22.388,69.805,2.147,69.805,-99,
SO4_dissolved                         ,113.5,22.998,69.195,2.147,69.195,-99,
SO4_dissolved                         ,113.5,23.608,68.585,2.148,68.585,-99,
SO4_dissolved                         ,113.5,24.218,67.975,2.148,67.975,-99,
SO4_dissolved                         ,113.5,24.828,67.365,2.148,67.365,-99,
SO4_dissolved                         ,113.5,25.438,66.755,2.148,66.755,-99,
SO4_dissolved                         ,113.5,26.048,66.145,2.148,66.145,-99,
SO4_dissolved                         ,113.5,26.658,65.535,2.148,65.535,-99,
SO4_dissolved                         ,113.5,27.268,64.925,2.149,64.925,-99,
SO4_dissolved                         ,113.5,27.878,64.315,2.149,64.315,-99,
SO4_dissolved                         ,113.5,28.488,63.705,2.149,63.705,-99,
SO4_dissolved                         ,113.5,29.098,63.095,2.149,63.095,-99,
SO4_dissolved                         ,113.5,29.708,62.485,2.149,62.485,-99,
SO4_dissolved                         ,113.5,30.318,61.875,2.149,61.875,-99,
SO4_dissolved                         ,113.5,30.928,61.265,-99,61.265,-99,
SO4_dissolved                         ,113.5,31.538,60.655,-99,60.655,-99,
SO4_dissolved                         ,113.5,32.148,60.045,-99,60.045,-99,
SO4_dissolved                         ,113.5,32.758,59.435,-99,59.435,-99,
SO4_dissolved                         ,113.5,33.368,58.825,-99,58.825,-99,
SO4_dissolved                         ,113.5,33.978,58.215,-99,58.215,-99,
SO4_dissolved                         ,113.5,34.588,57.605,-99,57.605,-99,
Phosphate                             ,113.5,0.366,91.826,0.005,91.827,0.006,
Phosphate                             ,113.5,1.038,91.155,0.005,91.155,0.006,
Phosphate                             ,113.5,1.648,90.545,0.005,90.545,0.006,
Phosphate                             ,113.5,2.258,89.935,0.005,89.935,0.006,
Phosphate                             ,113.5,2.868,89.325,0.005,89.325,0.006,
Phosphate                             ,113.5,3.478,88.715,0.006,88.715,0.008,
Phosphate                             ,113.5,4.088,88.105,0.008,88.105,0.01,
Phosphate                             ,113.5,4.698,87.495,0.01,87.495,0.011,
Phosphate                             ,113.5,5.308,86.885,0.011,86.885,0.012,
Phosphate                             ,113.5,5.918,86.275,0.011,86.275,0.013,
Phosphate                             ,113.5,6.528,85.665,0.011,85.665,0.013,
Phosphate                             ,113.5,7.138,85.055,0.011,85.055,0.013,
Phosphate                             ,113.5,7.748,84.445,0.012,84.445,0.013,
Phosphate                             ,113.5,8.358,83.835,0.012,83.835,0.013,
Phosphate                             ,113.5,8.968,83.225,0.013,83.225,0.013,
Phosphate                             ,113.5,9.578,82.615,0.013,82.615,0.013,
Phosphate                             ,113.5,10.188,82.005,0.013,82.005,0.013,
Phosphate                             ,113.5,10.798,81.395,0.013,81.395,0.013,
Phosphate                             ,113.5,11.408,80.785,0.013,80.785,0.013,
Phosphate                             ,113.5,12.018,80.175,0.013,80.175,0.013,
Phosphate                             ,113.5,12.628,79.565,0.012,79.565,0.014,
Phosphate                             ,113.5,13.238,78.955,0.012,78.955,0.014,
Phosphate                             ,113.5,13.848,78.345,0.012,78.345,0.014,
Phosphate                             ,113.5,14.458,77.735,0.012,77.735,0.014,
Phosphate                             ,113.5,15.068,77.125,0.012,77.125,0.014,
Phosphate                             ,113.5,15.678,76.515,0.012,76.515,0.014,
Phosphate                             ,113.5,16.288,75.905,0.012,75.905,0.014,
Phosphate                             ,113.5,16.898,75.295,0.012,75.295,0.014,
Phosphate                             ,113.5,17.508,74.685,0.012,74.685,0.014,
Phosphate                             ,113.5,18.118,74.075,0.012,74.075,0.014,
Phosphate                             ,113.5,18.728,73.465,0.011,73.465,0.014,
Phosphate                             ,113.5,19.338,72.855,0.011,72.855,0.014,
Phosphate                             ,113.5,19.948,72.245,0.011,72.245,0.013,
Phosphate                             ,113.5,20.558,71.635,0.011,71.635,0.013,
Phosphate                             ,113.5,21.168,71.025,0.011,71.025,0.013,
Phosphate                             ,113.5,21.778,70.415,0.011,70.415,0.013,
Phosphate                             ,113.5,22.388,69.805,0.011,69.805,-99,
Phosphate                             ,113.5,22.998,69.195,0.011,69.195,-99,
Phosphate                             ,113.5,23.608,68.585,0.011,68.585,-99,
Phosphate                             ,113.5,24.218,67.975,0.011,67.975,-99,
Phosphate                             ,113.5,24.828,67.365,0.011,67.365,-99,
Phosphate                             ,113.5,25.438,66.755,0.011,66.755,-99,
Phosphate                             ,113.5,26.048,66.145,0.011,66.145,-99,
Phosphate                             ,113.5,26.658,65.535,0.011,65.535,-99,
Phosphate                             ,113.5,27.268,64.925,0.011,64.925,-99,
Phosphate                             ,113.5,27.878,64.315,0.011,64.315,-99,
Phosphate                             ,113.5,28.488,63.705,0.011,63.705,-99,
Phosphate                             ,113.5,29.098,63.095,0.011,63.095,-99,
Phosphate                             ,113.5,29.708,62.485,0.011,62.485,-99,
Phosphate                             ,113.5,30.318,61.875,0.011,61.875,-99,
Phosphate                             ,113.5,30.928,61.265,-99,61.265,-99,
Phosphate                             ,113.5,31.538,60.655,-99,60.655,-99,
Phosphate                             ,113.5,32.148,60.045,-99,60.045,-99,
Phosphate                             ,113.5,32.758,59.435,-99,59.435,-99,
Phosphate                             ,113.5,33.368,58.825,-99,58.825,-99,
Phosphate                             ,113.5,33.978,58.215,-99,58.215,-99,
Phosphate                             ,113.5,34.588,57.605,-99,57.605,-99,
Ammonium                              ,113.5,0.366,91.826,0.004,91.827,0.003,
Ammonium                              ,113.5,1.038,91.155,0.004,91.155,0.003,
Ammonium                              ,113.5,1.648,90.545,0.004,90.545,0.003,
Ammonium                              ,113.5,2.258,89.935,0.004,89.935,0.003,
Ammonium                              ,113.5,2.868,89.325,0.005,89.325,0.007,
Ammonium                              ,113.5,3.478,88.715,0.015,88.715,0.02,
Ammonium                              ,113.5,4.088,88.105,0.029,88.105,0.029,
Ammonium                              ,113.5,4.698,87.495,0.04,87.495,0.035,
Ammonium                              ,113.5,5.308,86.885,0.04,86.885,0.038,
Ammonium                              ,113.5,5.918,86.275,0.039,86.275,0.039,
Ammonium                              ,113.5,6.528,85.665,0.039,85.665,0.04,
Ammonium                              ,113.5,7.138,85.055,0.039,85.055,0.04,
Ammonium                              ,113.5,7.748,84.445,0.038,84.445,0.04,
Ammonium                              ,113.5,8.358,83.835,0.037,83.835,0.04,
Ammonium                              ,113.5,8.968,83.225,0.034,83.225,0.039,
Ammonium                              ,113.5,9.578,82.615,0.031,82.615,0.039,
Ammonium                              ,113.5,10.188,82.005,0.029,82.005,0.039,
Ammonium                              ,113.5,10.798,81.395,0.027,81.395,0.039,
Ammonium                              ,113.5,11.408,80.785,0.026,80.785,0.039,
Ammonium                              ,113.5,12.018,80.175,0.026,80.175,0.038,
Ammonium                              ,113.5,12.628,79.565,0.026,79.565,0.038,
Ammonium                              ,113.5,13.238,78.955,0.026,78.955,0.038,
Ammonium                              ,113.5,13.848,78.345,0.025,78.345,0.038,
Ammonium                              ,113.5,14.458,77.735,0.025,77.735,0.037,
Ammonium                              ,113.5,15.068,77.125,0.025,77.125,0.037,
Ammonium                              ,113.5,15.678,76.515,0.025,76.515,0.037,
Ammonium                              ,113.5,16.288,75.905,0.025,75.905,0.037,
Ammonium                              ,113.5,16.898,75.295,0.026,75.295,0.037,
Ammonium                              ,113.5,17.508,74.685,0.026,74.685,0.037,
Ammonium                              ,113.5,18.118,74.075,0.026,74.075,0.037,
Ammonium                              ,113.5,18.728,73.465,0.026,73.465,0.037,
Ammonium                              ,113.5,19.338,72.855,0.026,72.855,0.037,
Ammonium                              ,113.5,19.948,72.245,0.027,72.245,0.036,
Ammonium                              ,113.5,20.558,71.635,0.027,71.635,0.036,
Ammonium                              ,113.5,21.168,71.025,0.027,71.025,0.035,
Ammonium                              ,113.5,21.778,70.415,0.028,70.415,0.036,
Ammonium                              ,113.5,22.388,69.805,0.028,69.805,-99,
Ammonium                              ,113.5,22.998,69.195,0.029,69.195,-99,
Ammonium                              ,113.5,23.608,68.585,0.029,68.585,-99,
Ammonium                              ,113.5,24.218,67.975,0.029,67.975,-99,
Ammonium                              ,113.5,24.828,67.365,0.03,67.365,-99,
Ammonium                              ,113.5,25.438,66.755,0.03,66.755,-99,
Ammonium                              ,113.5,26.048,66.145,0.03,66.145,-99,
Ammonium                              ,113.5,26.658,65.535,0.031,65.535,-99,
Ammonium                              ,113.5,27.268,64.925,0.031,64.925,-99,
Ammonium                              ,113.5,27.878,64.315,0.032,64.315,-99,
Ammonium                              ,113.5,28.488,63.705,0.032,63.705,-99,
Ammonium                              ,113.5,29.098,63.095,0.032,63.095,-99,
Ammonium                              ,113.5,29.708,62.485,0.033,62.485,-99,
Ammonium                              ,113.5,30.318,61.875,0.034,61.875,-99,
Ammonium                              ,113.5,30.928,61.265,-99,61.265,-99,
Ammonium                              ,113.5,31.538,60.655,-99,60.655,-99,
Ammonium                              ,113.5,32.148,60.045,-99,60.045,-99,
Ammonium                              ,113.5,32.758,59.435,-99,59.435,-99,
Ammonium                              ,113.5,33.368,58.825,-99,58.825,-99,
Ammonium                              ,113.5,33.978,58.215,-99,58.215,-99,
Ammonium                              ,113.5,34.588,57.605,-99,57.605,-99,
Nitrate-Nitrite                       ,113.5,0.366,91.826,0.001,91.827,0.001,
Nitrate-Nitrite                       ,113.5,1.038,91.155,0.001,91.155,0.001,
Nitrate-Nitrite                       ,113.5,1.648,90.545,0.001,90.545,0.001,
Nitrate-Nitrite                       ,113.5,2.258,89.935,0.001,89.935,0.001,
Nitrate-Nitrite                       ,113.5,2.868,89.325,0.002,89.325,0.003,
Nitrate-Nitrite                       ,113.5,3.478,88.715,0.012,88.715,0.021,
Nitrate-Nitrite                       ,113.5,4.088,88.105,0.034,88.105,0.043,
Nitrate-Nitrite                       ,113.5,4.698,87.495,0.059,87.495,0.063,
Nitrate-Nitrite                       ,113.5,5.308,86.885,0.071,86.885,0.08,
Nitrate-Nitrite                       ,113.5,5.918,86.275,0.073,86.275,0.093,
Nitrate-Nitrite                       ,113.5,6.528,85.665,0.082,85.665,0.103,
Nitrate-Nitrite                       ,113.5,7.138,85.055,0.093,85.055,0.109,
Nitrate-Nitrite                       ,113.5,7.748,84.445,0.105,84.445,0.114,
Nitrate-Nitrite                       ,113.5,8.358,83.835,0.12,83.835,0.118,
Nitrate-Nitrite                       ,113.5,8.968,83.225,0.136,83.225,0.121,
Nitrate-Nitrite                       ,113.5,9.578,82.615,0.154,82.615,0.125,
Nitrate-Nitrite                       ,113.5,10.188,82.005,0.17,82.005,0.128,
Nitrate-Nitrite                       ,113.5,10.798,81.395,0.18,81.395,0.131,
Nitrate-Nitrite                       ,113.5,11.408,80.785,0.185,80.785,0.134,
Nitrate-Nitrite                       ,113.5,12.018,80.175,0.186,80.175,0.137,
Nitrate-Nitrite                       ,113.5,12.628,79.565,0.188,79.565,0.14,
Nitrate-Nitrite                       ,113.5,13.238,78.955,0.191,78.955,0.143,
Nitrate-Nitrite                       ,113.5,13.848,78.345,0.194,78.345,0.146,
Nitrate-Nitrite                       ,113.5,14.458,77.735,0.196,77.735,0.15,
Nitrate-Nitrite                       ,113.5,15.068,77.125,0.198,77.125,0.153,
Nitrate-Nitrite                       ,113.5,15.678,76.515,0.2,76.515,0.156,
Nitrate-Nitrite                       ,113.5,16.288,75.905,0.201,75.905,0.159,
Nitrate-Nitrite                       ,113.5,16.898,75.295,0.203,75.295,0.161,
Nitrate-Nitrite                       ,113.5,17.508,74.685,0.205,74.685,0.165,
Nitrate-Nitrite                       ,113.5,18.118,74.075,0.206,74.075,0.168,
Nitrate-Nitrite                       ,113.5,18.728,73.465,0.207,73.465,0.171,
Nitrate-Nitrite                       ,113.5,19.338,72.855,0.209,72.855,0.175,
Nitrate-Nitrite                       ,113.5,19.948,72.245,0.21,72.245,0.182,
Nitrate-Nitrite                       ,113.5,20.558,71.635,0.211,71.635,0.191,
Nitrate-Nitrite                       ,113.5,21.168,71.025,0.212,71.025,0.2,
Nitrate-Nitrite                       ,113.5,21.778,70.415,0.213,70.415,0.203,
Nitrate-Nitrite                       ,113.5,22.388,69.805,0.214,69.805,-99,
Nitrate-Nitrite                       ,113.5,22.998,69.195,0.214,69.195,-99,
Nitrate-Nitrite                       ,113.5,23.608,68.585,0.215,68.585,-99,
Nitrate-Nitrite                       ,113.5,24.218,67.975,0.216,67.975,-99,
Nitrate-Nitrite                       ,113.5,24.828,67.365,0.216,67.365,-99,
Nitrate-Nitrite                       ,113.5,25.438,66.755,0.217,66.755,-99,
Nitrate-Nitrite                       ,113.5,26.048,66.145,0.217,66.145,-99,
Nitrate-Nitrite                       ,113.5,26.658,65.535,0.218,65.535,-99,
Nitrate-Nitrite                       ,113.5,27.268,64.925,0.218,64.925,-99,
Nitrate-Nitrite                       ,113.5,27.878,64.315,0.218,64.315,-99,
Nitrate-Nitrite                       ,113.5,28.488,63.705,0.219,63.705,-99,
Nitrate-Nitrite                       ,113.5,29.098,63.095,0.219,63.095,-99,
Nitrate-Nitrite                       ,113.5,29.708,62.485,0.22,62.485,-99,
Nitrate-Nitrite                       ,113.5,30.318,61.875,0.22,61.875,-99,
Nitrate-Nitrite                       ,113.5,30.928,61.265,-99,61.265,-99,
Nitrate-Nitrite                       ,113.5,31.538,60.655,-99,60.655,-99,
Nitrate-Nitrite                       ,113.5,32.148,60.045,-99,60.045,-99,
Nitrate-Nitrite                       ,113.5,32.758,59.435,-99,59.435,-99,
Nitrate-Nitrite                       ,113.5,33.368,58.825,-99,58.825,-99,
Nitrate-Nitrite                       ,113.5,33.978,58.215,-99,58.215,-99,
Nitrate-Nitrite                       ,113.5,34.588,57.605,-99,57.605,-99,
Labile_DOM                            ,113.5,0.366,91.826,0.29,91.827,0.309,
Labile_DOM                            ,113.5,1.038,91.155,0.29,91.155,0.309,
Labile_DOM                            ,113.5,1.648,90.545,0.29,90.545,0.309,
Labile_DOM                            ,113.5,2.258,89.935,0.29,89.935,0.309,
Labile_DOM                            ,113.5,2.868,89.325,0.29,89.325,0.308,
Labile_DOM                            ,113.5,3.478,88.715,0.289,88.715,0.297,
Labile_DOM                            ,113.5,4.088,88.105,0.277,88.105,0.281,
Labile_DOM                            ,113.5,4.698,87.495,0.26,87.495,0.264,
Labile_DOM                            ,113.5,5.308,86.885,0.25,86.885,0.249,
Labile_DOM                            ,113.5,5.918,86.275,0.245,86.275,0.237,
Labile_DOM                            ,113.5,6.528,85.665,0.236,85.665,0.228,
Labile_DOM                            ,113.5,7.138,85.055,0.224,85.055,0.222,
Labile_DOM                            ,113.5,7.748,84.445,0.209,84.445,0.217,
Labile_DOM                            ,113.5,8.358,83.835,0.19,83.835,0.213,
Labile_DOM                            ,113.5,8.968,83.225,0.168,83.225,0.209,
Labile_DOM                            ,113.5,9.578,82.615,0.144,82.615,0.205,
Labile_DOM                            ,113.5,10.188,82.005,0.124,82.005,0.201,
Labile_DOM                            ,113.5,10.798,81.395,0.11,81.395,0.197,
Labile_DOM                            ,113.5,11.408,80.785,0.105,80.785,0.193,
Labile_DOM                            ,113.5,12.018,80.175,0.103,80.175,0.189,
Labile_DOM                            ,113.5,12.628,79.565,0.1,79.565,0.185,
Labile_DOM                            ,113.5,13.238,78.955,0.097,78.955,0.181,
Labile_DOM                            ,113.5,13.848,78.345,0.093,78.345,0.177,
Labile_DOM                            ,113.5,14.458,77.735,0.091,77.735,0.172,
Labile_DOM                            ,113.5,15.068,77.125,0.088,77.125,0.168,
Labile_DOM                            ,113.5,15.678,76.515,0.086,76.515,0.164,
Labile_DOM                            ,113.5,16.288,75.905,0.084,75.905,0.161,
Labile_DOM                            ,113.5,16.898,75.295,0.082,75.295,0.157,
Labile_DOM                            ,113.5,17.508,74.685,0.08,74.685,0.153,
Labile_DOM                            ,113.5,18.118,74.075,0.079,74.075,0.149,
Labile_DOM                            ,113.5,18.728,73.465,0.077,73.465,0.145,
Labile_DOM                            ,113.5,19.338,72.855,0.075,72.855,0.14,
Labile_DOM                            ,113.5,19.948,72.245,0.074,72.245,0.132,
Labile_DOM                            ,113.5,20.558,71.635,0.073,71.635,0.12,
Labile_DOM                            ,113.5,21.168,71.025,0.072,71.025,0.109,
Labile_DOM                            ,113.5,21.778,70.415,0.071,70.415,0.106,
Labile_DOM                            ,113.5,22.388,69.805,0.07,69.805,-99,
Labile_DOM                            ,113.5,22.998,69.195,0.069,69.195,-99,
Labile_DOM                            ,113.5,23.608,68.585,0.068,68.585,-99,
Labile_DOM                            ,113.5,24.218,67.975,0.067,67.975,-99,
Labile_DOM                            ,113.5,24.828,67.365,0.067,67.365,-99,
Labile_DOM                            ,113.5,25.438,66.755,0.066,66.755,-99,
Labile_DOM                            ,113.5,26.048,66.145,0.066,66.145,-99,
Labile_DOM                            ,113.5,26.658,65.535,0.065,65.535,-99,
Labile_DOM                            ,113.5,27.268,64.925,0.065,64.925,-99,
Labile_DOM                            ,113.5,27.878,64.315,0.064,64.315,-99,
Labile_DOM                            ,113.5,28.488,63.705,0.064,63.705,-99,
Labile_DOM                            ,113.5,29.098,63.095,0.063,63.095,-99,
Labile_DOM                            ,113.5,29.708,62.485,0.063,62.485,-99,
Labile_DOM                            ,113.5,30.318,61.875,0.062,61.875,-99,
Labile_DOM                            ,113.5,30.928,61.265,-99,61.265,-99,
Labile_DOM                            ,113.5,31.538,60.655,-99,60.655,-99,
Labile_DOM                            ,113.5,32.148,60.045,-99,60.045,-99,
Labile_DOM                            ,113.5,32.758,59.435,-99,59.435,-99,
Labile_DOM                            ,113.5,33.368,58.825,-99,58.825,-99,
Labile_DOM                            ,113.5,33.978,58.215,-99,58.215,-99,
Labile_DOM                            ,113.5,34.588,57.605,-99,57.605,-99,
Refractory_DOM                        ,113.5,0.366,91.826,1.773,91.827,1.894,
Refractory_DOM                        ,113.5,1.038,91.155,1.773,91.155,1.894,
Refractory_DOM                        ,113.5,1.648,90.545,1.773,90.545,1.894,
Refractory_DOM                        ,113.5,2.258,89.935,1.773,89.935,1.894,
Refractory_DOM                        ,113.5,2.868,89.325,1.773,89.325,1.89,
Refractory_DOM                        ,113.5,3.478,88.715,1.771,88.715,1.883,
Refractory_DOM                        ,113.5,4.088,88.105,1.767,88.105,1.882,
Refractory_DOM                        ,113.5,4.698,87.495,1.765,87.495,1.882,
Refractory_DOM                        ,113.5,5.308,86.885,1.765,86.885,1.883,
Refractory_DOM                        ,113.5,5.918,86.275,1.766,86.275,1.884,
