Site,Date,JDAY,Depth_m,Lab_Parameter,Lab_Units,Value
Site2,6/17/2013 11:29,168.4784722,15,Chlorophyll a,RFUs,0.4104
Site1,6/17/2013 11:29,168.4784722,15,Dissolved Oxygen,%,55.765
Site1,6/17/2013 11:29,168.4784722,15,Dissolved Oxygen,mg/l,6.3745
Site2,6/17/2013 11:29,168.4784722,15,Dissolved Oxygen,%,60.2262
Site2,6/17/2013 11:29,168.4784722,15,Dissolved Oxygen,mg/l,6.8845
Site1,6/17/2013 11:29,168.4784722,15,Temperature,deg C,8.9585
Site2,6/17/2013 11:29,168.4784722,15,Temperature,deg C,9.6752
Site1,6/17/2013 11:32,168.4805556,17,Chlorophyll a,RFUs,0.19
Site1,6/17/2013 11:32,168.4805556,17,Chlorophyll a,ug/L,0.76
Site1,6/17/2013 11:32,168.4805556,17,Dissolved Oxygen,mg/l,6.346
Site1,6/17/2013 11:32,168.4805556,17,Dissolved Oxygen,%,55.1
Site1,6/17/2013 11:32,168.4805556,17,Temperature,deg C,8.721
Site1,6/17/2013 11:35,168.4826389,19,Chlorophyll a,RFUs,0.095
Site1,6/17/2013 11:35,168.4826389,19,Chlorophyll a,ug/L,0.665
Site1,6/17/2013 11:35,168.4826389,19,Dissolved Oxygen,mg/l,6.3745
Site1,6/17/2013 11:35,168.4826389,19,Dissolved Oxygen,%,55.1
Site1,6/17/2013 11:35,168.4826389,19,Temperature,deg C,8.55
Site1,6/17/2013 11:39,168.4854167,21,Chlorophyll a,RFUs,0.095
Site1,6/17/2013 11:39,168.4854167,21,Chlorophyll a,ug/L,0.475
Site1,6/17/2013 11:39,168.4854167,21,Dissolved Oxygen,mg/l,5.8615
Site1,6/17/2013 11:39,168.4854167,21,Dissolved Oxygen,%,50.35
Site1,6/17/2013 11:39,168.4854167,21,Temperature,deg C,8.303
Site1,6/17/2013 11:43,168.4881944,23,Chlorophyll a,ug/L,0.57
Site1,6/17/2013 11:43,168.4881944,23,Chlorophyll a,RFUs,0.19
Site1,6/17/2013 11:43,168.4881944,23,Dissolved Oxygen,mg/l,5.586
Site1,6/17/2013 11:43,168.4881944,23,Dissolved Oxygen,%,47.88
Site1,6/17/2013 11:43,168.4881944,23,Temperature,deg C,8.1415
Site1,6/17/2013 11:49,168.4923611,25,Chlorophyll a,ug/L,0.095
Site1,6/17/2013 11:49,168.4923611,25,Dissolved Oxygen,mg/l,5.2155
Site1,6/17/2013 11:49,168.4923611,25,Dissolved Oxygen,%,44.555
Site1,6/17/2013 11:49,168.4923611,25,Temperature,deg C,8.0465
Site1,6/17/2013 11:52,168.4944444,27,Chlorophyll a,RFUs,0.19
Site1,6/17/2013 11:52,168.4944444,27,Chlorophyll a,ug/L,0.76
Site1,6/17/2013 11:52,168.4944444,27,Dissolved Oxygen,mg/l,4.845
Site1,6/17/2013 11:52,168.4944444,27,Dissolved Oxygen,%,41.325
Site1,6/17/2013 11:52,168.4944444,27,Temperature,deg C,7.9895
Site1,6/17/2013 11:58,168.4986111,23,Chlorophyll a,ug/L,0.285
Site1,6/17/2013 11:58,168.4986111,23,Chlorophyll a,RFUs,0.19
Site1,6/17/2013 11:58,168.4986111,23,Dissolved Oxygen,mg/l,5.567
Site1,6/17/2013 11:58,168.4986111,23,Dissolved Oxygen,%,47.69
Site1,6/17/2013 11:58,168.4986111,23,Temperature,deg C,8.1795
Site1,6/17/2013 12:05,168.5034722,7,Chlorophyll a,ug/L,7.315
Site1,6/17/2013 12:05,168.5034722,7,Chlorophyll a,RFUs,2.09
Site2,6/17/2013 12:05,168.5034722,7,Chlorophyll a,ug/L,7.9002
Site2,6/17/2013 12:05,168.5034722,7,Chlorophyll a,RFUs,2.2572
Site1,6/17/2013 12:05,168.5034722,7,Dissolved Oxygen,%,110.865
Site1,6/17/2013 12:05,168.5034722,7,Dissolved Oxygen,mg/l,11.1625
Site2,6/17/2013 12:05,168.5034722,7,Dissolved Oxygen,%,119.7342
Site2,6/17/2013 12:05,168.5034722,7,Dissolved Oxygen,mg/l,12.0555
Site1,6/17/2013 12:05,168.5034722,7,Temperature,deg C,14.383
Site2,6/17/2013 12:05,168.5034722,7,Temperature,deg C,15.5336
Site1,6/17/2013 12:12,168.5083333,1,Chlorophyll a,ug/L,1.14
Site1,6/17/2013 12:12,168.5083333,1,Chlorophyll a,ug/L,0.38
Site1,6/17/2013 12:12,168.5083333,1,Chlorophyll a,RFUs,0.095
Site2,6/17/2013 12:12,168.5083333,1,Chlorophyll a,ug/L,1.2312
Site2,6/17/2013 12:12,168.5083333,1,Chlorophyll a,ug/L,0.4104
Site2,6/17/2013 12:12,168.5083333,1,Chlorophyll a,RFUs,0.1026
Site1,6/17/2013 12:12,168.5083333,1,Dissolved Oxygen,%,100.13
Site1,6/17/2013 12:12,168.5083333,1,Dissolved Oxygen,mg/l,8.588
Site2,6/17/2013 12:12,168.5083333,1,Dissolved Oxygen,%,108.1404
Site2,6/17/2013 12:12,168.5083333,1,Dissolved Oxygen,mg/l,9.275
Site1,6/17/2013 12:12,168.5083333,1,Temperature,deg C,21.8405
Site2,6/17/2013 12:12,168.5083333,1,Temperature,deg C,23.5877
Site1,7/22/2013 9:28,203.3944444,1,Chlorophyll a,RFUs,0.38
Site1,7/22/2013 9:28,203.3944444,1,Chlorophyll a,ug/L,1.14
Site2,7/22/2013 9:28,203.3944444,1,Chlorophyll a,RFUs,0.4104
Site2,7/22/2013 9:28,203.3944444,1,Chlorophyll a,ug/L,1.2312
Site1,7/22/2013 9:28,203.3944444,1,Dissolved Oxygen,mg/l,7.9515
Site1,7/22/2013 9:28,203.3944444,1,Dissolved Oxygen,%,96.14
Site2,7/22/2013 9:28,203.3944444,1,Dissolved Oxygen,mg/l,8.5876
Site2,7/22/2013 9:28,203.3944444,1,Dissolved Oxygen,%,103.8312
Site1,7/22/2013 9:28,203.3944444,1,Temperature,deg C,23.693
Site2,7/22/2013 9:28,203.3944444,1,Temperature,deg C,25.5884
Site1,7/22/2013 9:37,203.4006944,1,Chlorophyll a,ug/L,1.33
Site1,7/22/2013 9:37,203.4006944,1,Chlorophyll a,RFUs,0.475
Site2,7/22/2013 9:37,203.4006944,1,Chlorophyll a,ug/L,1.4364
Site2,7/22/2013 9:37,203.4006944,1,Chlorophyll a,RFUs,0.513
Site1,7/22/2013 9:37,203.4006944,1,Dissolved Oxygen,mg/l,7.961
Site1,7/22/2013 9:37,203.4006944,1,Dissolved Oxygen,%,96.235
Site2,7/22/2013 9:37,203.4006944,1,Dissolved Oxygen,mg/l,8.5979
Site2,7/22/2013 9:37,203.4006944,1,Dissolved Oxygen,%,103.9338
Site1,7/22/2013 9:37,203.4006944,1,Temperature,deg C,23.7025
Site2,7/22/2013 9:37,203.4006944,1,Temperature,deg C,25.5987
Site1,7/22/2013 9:43,203.4048611,2,Chlorophyll a,RFUs,0.38
Site1,7/22/2013 9:43,203.4048611,2,Chlorophyll a,ug/L,1.045
Site2,7/22/2013 9:43,203.4048611,2,Chlorophyll a,RFUs,0.4104
Site2,7/22/2013 9:43,203.4048611,2,Chlorophyll a,ug/L,1.1286
Site1,7/22/2013 9:43,203.4048611,2,Dissolved Oxygen,mg/l,7.9705
Site1,7/22/2013 9:43,203.4048611,2,Dissolved Oxygen,%,96.52
Site2,7/22/2013 9:43,203.4048611,2,Dissolved Oxygen,mg/l,8.6081
Site2,7/22/2013 9:43,203.4048611,2,Dissolved Oxygen,%,104.2416
Site1,7/22/2013 9:43,203.4048611,2,Temperature,deg C,23.7025
Site2,7/22/2013 9:43,203.4048611,2,Temperature,deg C,25.5987
Site1,8/13/2013 9:24,225.3916667,1,Chlorophyll a,RFUs,0.38
Site1,8/13/2013 9:24,225.3916667,1,Chlorophyll a,ug/L,1.14
Site2,8/13/2013 9:24,225.3916667,1,Chlorophyll a,RFUs,0.4104
Site2,8/13/2013 9:24,225.3916667,1,Chlorophyll a,ug/L,1.2312
Site1,8/13/2013 9:24,225.3916667,1,Dissolved Oxygen,%,99.465
Site1,8/13/2013 9:24,225.3916667,1,Dissolved Oxygen,mg/l,8.3505
Site2,8/13/2013 9:24,225.3916667,1,Dissolved Oxygen,%,107.4222
Site2,8/13/2013 9:24,225.3916667,1,Dissolved Oxygen,mg/l,9.0185
Site1,8/13/2013 9:24,225.3916667,1,Temperature,deg C,22.933
Site2,8/13/2013 9:24,225.3916667,1,Temperature,deg C,24.7676
Site1,8/13/2013 9:28,225.3944444,3,Chlorophyll a,ug/L,1.235
Site1,8/13/2013 9:28,225.3944444,3,Chlorophyll a,RFUs,0.285
Site2,8/13/2013 9:28,225.3944444,3,Chlorophyll a,ug/L,1.3338
Site2,8/13/2013 9:28,225.3944444,3,Chlorophyll a,RFUs,0.3078
Site1,8/13/2013 9:28,225.3944444,3,Dissolved Oxygen,%,98.42
Site1,8/13/2013 9:28,225.3944444,3,Dissolved Oxygen,mg/l,8.2745
Site2,8/13/2013 9:28,225.3944444,3,Dissolved Oxygen,%,106.2936
Site2,8/13/2013 9:28,225.3944444,3,Dissolved Oxygen,mg/l,8.9365
Site1,8/13/2013 9:28,225.3944444,3,Temperature,deg C,22.8
Site2,8/13/2013 9:28,225.3944444,3,Temperature,deg C,24.624
Site1,8/13/2013 9:31,225.3965278,5,Chlorophyll a,ug/L,1.425
Site1,8/13/2013 9:31,225.3965278,5,Chlorophyll a,RFUs,0.38
Site2,8/13/2013 9:31,225.3965278,5,Chlorophyll a,ug/L,1.539
Site2,8/13/2013 9:31,225.3965278,5,Chlorophyll a,RFUs,0.4104
Site1,8/13/2013 9:31,225.3965278,5,Dissolved Oxygen,%,96.33
Site1,8/13/2013 9:31,225.3965278,5,Dissolved Oxygen,mg/l,8.151
Site2,8/13/2013 9:31,225.3965278,5,Dissolved Oxygen,%,104.0364
Site2,8/13/2013 9:31,225.3965278,5,Dissolved Oxygen,mg/l,8.8031
Site1,8/13/2013 9:31,225.3965278,5,Temperature,deg C,22.534
Site2,8/13/2013 9:31,225.3965278,5,Temperature,deg C,24.3367
Site1,8/13/2013 9:36,225.4,7,Chlorophyll a,RFUs,0.285
Site1,8/13/2013 9:36,225.4,7,Chlorophyll a,ug/L,1.615
Site2,8/13/2013 9:36,225.4,7,Chlorophyll a,RFUs,0.3078
Site2,8/13/2013 9:36,225.4,7,Chlorophyll a,ug/L,1.7442
Site1,8/13/2013 9:36,225.4,7,Dissolved Oxygen,mg/l,7.2485
Site1,8/13/2013 9:36,225.4,7,Dissolved Oxygen,%,93.765
Site2,8/13/2013 9:36,225.4,7,Dissolved Oxygen,mg/l,7.8284
Site2,8/13/2013 9:36,225.4,7,Dissolved Oxygen,%,101.2662
Site1,8/13/2013 9:36,225.4,7,Temperature,deg C,21.641
Site2,8/13/2013 9:36,225.4,7,Temperature,deg C,23.3723
Site1,8/13/2013 9:44,225.4055556,9,Chlorophyll a,RFUs,0.19
Site1,8/13/2013 9:44,225.4055556,9,Chlorophyll a,ug/L,0.665
Site2,8/13/2013 9:44,225.4055556,9,Chlorophyll a,RFUs,0.2052
Site2,8/13/2013 9:44,225.4055556,9,Chlorophyll a,ug/L,0.7182
Site1,8/13/2013 9:44,225.4055556,9,Dissolved Oxygen,%,64.125
Site1,8/13/2013 9:44,225.4055556,9,Dissolved Oxygen,mg/l,5.9755
Site2,8/13/2013 9:44,225.4055556,9,Dissolved Oxygen,%,69.255
Site2,8/13/2013 9:44,225.4055556,9,Dissolved Oxygen,mg/l,6.4535
Site1,8/13/2013 9:44,225.4055556,9,Temperature,deg C,17.841
Site2,8/13/2013 9:44,225.4055556,9,Temperature,deg C,19.2683
Site1,8/13/2013 9:48,225.4083333,11,Chlorophyll a,RFUs,0.19
Site1,8/13/2013 9:48,225.4083333,11,Chlorophyll a,ug/L,0.475
Site2,8/13/2013 9:48,225.4083333,11,Chlorophyll a,RFUs,0.2052
Site2,8/13/2013 9:48,225.4083333,11,Chlorophyll a,ug/L,0.513
Site1,8/13/2013 9:48,225.4083333,11,Dissolved Oxygen,%,69.16
Site1,8/13/2013 9:48,225.4083333,11,Dissolved Oxygen,mg/l,6.878
Site2,8/13/2013 9:48,225.4083333,11,Dissolved Oxygen,%,74.6928
Site2,8/13/2013 9:48,225.4083333,11,Dissolved Oxygen,mg/l,7.4282
Site1,8/13/2013 9:48,225.4083333,11,Temperature,deg C,14.9055
Site2,8/13/2013 9:48,225.4083333,11,Temperature,deg C,16.0979
Site1,8/13/2013 9:53,225.4118056,13,Chlorophyll a,ug/L,0.475
Site1,8/13/2013 9:53,225.4118056,13,Chlorophyll a,RFUs,0.19
Site2,8/13/2013 9:53,225.4118056,13,Chlorophyll a,ug/L,0.513
Site2,8/13/2013 9:53,225.4118056,13,Chlorophyll a,RFUs,0.2052
Site1,8/13/2013 9:53,225.4118056,13,Dissolved Oxygen,%,52.915
Site1,8/13/2013 9:53,225.4118056,13,Dissolved Oxygen,mg/l,5.5765
Site2,8/13/2013 9:53,225.4118056,13,Dissolved Oxygen,%,57.1482
Site2,8/13/2013 9:53,225.4118056,13,Dissolved Oxygen,mg/l,6.0226
Site1,8/13/2013 9:53,225.4118056,13,Temperature,deg C,12.2835
Site2,8/13/2013 9:53,225.4118056,13,Temperature,deg C,13.2662
Site1,8/13/2013 9:56,225.4138889,15,Chlorophyll a,ug/L,0.285
Site1,8/13/2013 9:56,225.4138889,15,Chlorophyll a,RFUs,0.095
Site1,8/13/2013 9:56,225.4138889,15,Dissolved Oxygen,mg/l,4.313
Site1,8/13/2013 9:56,225.4138889,15,Dissolved Oxygen,%,39.425
Site1,8/13/2013 9:56,225.4138889,15,Temperature,deg C,10.6495
Site1,8/13/2013 10:03,225.41875,17,Chlorophyll a,RFUs,0.095
Site1,8/13/2013 10:03,225.41875,17,Chlorophyll a,ug/L,0.285
Site1,8/13/2013 10:03,225.41875,17,Dissolved Oxygen,mg/l,2.5745
Site1,8/13/2013 10:03,225.41875,17,Dissolved Oxygen,%,22.705
Site1,8/13/2013 10:03,225.41875,17,Temperature,deg C,9.2435
Site1,8/13/2013 10:08,225.4222222,19,Chlorophyll a,RFUs,0.19
Site1,8/13/2013 10:08,225.4222222,19,Chlorophyll a,ug/L,0.38
Site1,8/13/2013 10:08,225.4222222,19,Dissolved Oxygen,mg/l,2.052
Site1,8/13/2013 10:08,225.4222222,19,Dissolved Oxygen,%,17.955
Site1,8/13/2013 10:08,225.4222222,19,Temperature,deg C,8.911
Site1,8/13/2013 10:14,225.4263889,21,Dissolved Oxygen,mg/l,1.387
Site1,8/13/2013 10:14,225.4263889,21,Dissolved Oxygen,%,12.065
Site1,8/13/2013 10:14,225.4263889,21,Temperature,deg C,8.6545
Site1,8/13/2013 10:25,225.4340278,21,Chlorophyll a,ug/L,0.19
Site1,8/13/2013 10:25,225.4340278,21,Chlorophyll a,RFUs,0.095
Site1,8/13/2013 10:25,225.4340278,21,Dissolved Oxygen,%,11.875
Site1,8/13/2013 10:25,225.4340278,21,Dissolved Oxygen,mg/l,1.368
Site1,8/13/2013 10:25,225.4340278,21,Temperature,deg C,8.6545
Site1,8/13/2013 10:35,225.4409722,19,Chlorophyll a,ug/L,0.095
Site1,8/13/2013 10:35,225.4409722,19,Dissolved Oxygen,%,13.205
Site1,8/13/2013 10:35,225.4409722,19,Dissolved Oxygen,mg/l,1.5105
Site1,8/13/2013 10:35,225.4409722,19,Temperature,deg C,8.7115
Site1,8/13/2013 10:38,225.4430556,17,Chlorophyll a,ug/L,0.665
Site1,8/13/2013 10:38,225.4430556,17,Chlorophyll a,RFUs,0.19
Site1,8/13/2013 10:38,225.4430556,17,Dissolved Oxygen,mg/l,2.071
Site1,8/13/2013 10:38,225.4430556,17,Dissolved Oxygen,%,18.145
Site1,8/13/2013 10:38,225.4430556,17,Temperature,deg C,9.044
Site1,8/13/2013 10:43,225.4465278,15,Chlorophyll a,ug/L,0.475
Site1,8/13/2013 10:43,225.4465278,15,Chlorophyll a,RFUs,0.095
Site1,8/13/2013 10:43,225.4465278,15,Dissolved Oxygen,mg/l,3.1255
Site1,8/13/2013 10:43,225.4465278,15,Dissolved Oxygen,%,27.93
Site1,8/13/2013 10:43,225.4465278,15,Temperature,deg C,9.785
Site1,8/13/2013 10:48,225.45,13,Chlorophyll a,ug/L,0.76
Site1,8/13/2013 10:48,225.45,13,Chlorophyll a,RFUs,0.19
Site2,8/13/2013 10:48,225.45,13,Chlorophyll a,ug/L,0.8208
Site2,8/13/2013 10:48,225.45,13,Chlorophyll a,RFUs,0.2052
Site1,8/13/2013 10:48,225.45,13,Dissolved Oxygen,mg/l,5.32
Site1,8/13/2013 10:48,225.45,13,Dissolved Oxygen,%,50.255
Site2,8/13/2013 10:48,225.45,13,Dissolved Oxygen,mg/l,5.7456
Site2,8/13/2013 10:48,225.45,13,Dissolved Oxygen,%,54.2754
Site1,8/13/2013 10:48,225.45,13,Temperature,deg C,11.9225
Site2,8/13/2013 10:48,225.45,13,Temperature,deg C,12.8763
Site1,8/13/2013 10:53,225.4534722,11,Chlorophyll a,ug/L,0.285
Site1,8/13/2013 10:53,225.4534722,11,Chlorophyll a,RFUs,0.095
Site2,8/13/2013 10:53,225.4534722,11,Chlorophyll a,ug/L,0.3078
Site2,8/13/2013 10:53,225.4534722,11,Chlorophyll a,RFUs,0.1026
Site1,8/13/2013 10:53,225.4534722,11,Dissolved Oxygen,mg/l,6.8305
Site1,8/13/2013 10:53,225.4534722,11,Dissolved Oxygen,%,69.065
Site2,8/13/2013 10:53,225.4534722,11,Dissolved Oxygen,mg/l,7.3769
Site2,8/13/2013 10:53,225.4534722,11,Dissolved Oxygen,%,74.5902
Site1,8/13/2013 10:53,225.4534722,11,Temperature,deg C,15.2475
Site2,8/13/2013 10:53,225.4534722,11,Temperature,deg C,16.4673
Site1,8/13/2013 11:00,225.4583333,9,Chlorophyll a,ug/L,0.475
Site1,8/13/2013 11:00,225.4583333,9,Chlorophyll a,RFUs,0.19
Site2,8/13/2013 11:00,225.4583333,9,Chlorophyll a,ug/L,0.513
Site2,8/13/2013 11:00,225.4583333,9,Chlorophyll a,RFUs,0.2052
Site1,8/13/2013 11:00,225.4583333,9,Dissolved Oxygen,%,63.27
Site1,8/13/2013 11:00,225.4583333,9,Dissolved Oxygen,mg/l,5.871
Site2,8/13/2013 11:00,225.4583333,9,Dissolved Oxygen,%,68.3316
Site2,8/13/2013 11:00,225.4583333,9,Dissolved Oxygen,mg/l,6.3407
Site1,8/13/2013 11:00,225.4583333,9,Temperature,deg C,18.031
Site2,8/13/2013 11:00,225.4583333,9,Temperature,deg C,19.4735
Site1,8/13/2013 11:05,225.4618056,7,Chlorophyll a,RFUs,0.38
Site1,8/13/2013 11:05,225.4618056,7,Chlorophyll a,ug/L,1.615
Site2,8/13/2013 11:05,225.4618056,7,Chlorophyll a,RFUs,0.4104
Site2,8/13/2013 11:05,225.4618056,7,Chlorophyll a,ug/L,1.7442
Site1,8/13/2013 11:05,225.4618056,7,Dissolved Oxygen,mg/l,7.0775
Site1,8/13/2013 11:05,225.4618056,7,Dissolved Oxygen,%,82.175
Site2,8/13/2013 11:05,225.4618056,7,Dissolved Oxygen,mg/l,7.6437
Site2,8/13/2013 11:05,225.4618056,7,Dissolved Oxygen,%,88.749
Site1,8/13/2013 11:05,225.4618056,7,Temperature,deg C,21.5745
Site2,8/13/2013 11:05,225.4618056,7,Temperature,deg C,23.3005
Site1,8/13/2013 11:13,225.4673611,5,Chlorophyll a,ug/L,1.52
Site1,8/13/2013 11:13,225.4673611,5,Chlorophyll a,RFUs,0.475
Site2,8/13/2013 11:13,225.4673611,5,Chlorophyll a,ug/L,1.6416
Site2,8/13/2013 11:13,225.4673611,5,Chlorophyll a,RFUs,0.513
Site1,8/13/2013 11:13,225.4673611,5,Dissolved Oxygen,%,96.995
Site1,8/13/2013 11:13,225.4673611,5,Dissolved Oxygen,mg/l,8.1985
Site2,8/13/2013 11:13,225.4673611,5,Dissolved Oxygen,%,104.7546
Site2,8/13/2013 11:13,225.4673611,5,Dissolved Oxygen,mg/l,8.8544
Site1,8/13/2013 11:13,225.4673611,5,Temperature,deg C,22.5435
Site2,8/13/2013 11:13,225.4673611,5,Temperature,deg C,24.347
Site1,8/13/2013 11:18,225.4708333,3,Chlorophyll a,RFUs,0.475
Site1,8/13/2013 11:18,225.4708333,3,Chlorophyll a,ug/L,1.52
Site2,8/13/2013 11:18,225.4708333,3,Chlorophyll a,RFUs,0.513
Site2,8/13/2013 11:18,225.4708333,3,Chlorophyll a,ug/L,1.6416
Site1,8/13/2013 11:18,225.4708333,3,Dissolved Oxygen,%,99.56
Site1,8/13/2013 11:18,225.4708333,3,Dissolved Oxygen,mg/l,8.3695
Site2,8/13/2013 11:18,225.4708333,3,Dissolved Oxygen,%,107.5248
Site2,8/13/2013 11:18,225.4708333,3,Dissolved Oxygen,mg/l,9.0391
Site1,8/13/2013 11:18,225.4708333,3,Temperature,deg C,22.8665
Site2,8/13/2013 11:18,225.4708333,3,Temperature,deg C,24.6958
Site1,8/13/2013 11:27,225.4770833,2,Chlorophyll a,ug/L,1.805
Site1,8/13/2013 11:27,225.4770833,2,Chlorophyll a,RFUs,0.57
Site2,8/13/2013 11:27,225.4770833,2,Chlorophyll a,ug/L,1.9494
Site2,8/13/2013 11:27,225.4770833,2,Chlorophyll a,RFUs,0.6156
Site1,8/13/2013 11:27,225.4770833,2,Dissolved Oxygen,%,100.225
Site1,8/13/2013 11:27,225.4770833,2,Dissolved Oxygen,mg/l,8.417
Site2,8/13/2013 11:27,225.4770833,2,Dissolved Oxygen,%,108.243
Site2,8/13/2013 11:27,225.4770833,2,Dissolved Oxygen,mg/l,9.0904
Site1,8/13/2013 11:27,225.4770833,2,Temperature,deg C,22.9995
Site2,8/13/2013 11:27,225.4770833,2,Temperature,deg C,24.8395
Site1,8/13/2013 11:34,225.4819444,1,Chlorophyll a,ug/L,1.805
Site1,8/13/2013 11:34,225.4819444,1,Chlorophyll a,ug/L,1.045
Site1,8/13/2013 11:34,225.4819444,1,Chlorophyll a,RFUs,0.285
Site2,8/13/2013 11:34,225.4819444,1,Chlorophyll a,ug/L,1.9494
Site2,8/13/2013 11:34,225.4819444,1,Chlorophyll a,ug/L,1.1286
Site2,8/13/2013 11:34,225.4819444,1,Chlorophyll a,RFUs,0.3078
Site1,8/13/2013 11:34,225.4819444,1,Dissolved Oxygen,%,100.51
Site1,8/13/2013 11:34,225.4819444,1,Dissolved Oxygen,mg/l,8.4075
Site2,8/13/2013 11:34,225.4819444,1,Dissolved Oxygen,%,108.5508
Site2,8/13/2013 11:34,225.4819444,1,Dissolved Oxygen,mg/l,9.0801
Site1,8/13/2013 11:34,225.4819444,1,Temperature,deg C,23.0755
Site2,8/13/2013 11:34,225.4819444,1,Temperature,deg C,24.9215
Site1,9/28/2013 10:22,271.4319444,1,Chlorophyll a,ug/L,2.185
Site1,9/28/2013 10:22,271.4319444,1,Chlorophyll a,RFUs,0.665
Site2,9/28/2013 10:22,271.4319444,1,Chlorophyll a,ug/L,2.3598
Site2,9/28/2013 10:22,271.4319444,1,Chlorophyll a,RFUs,0.7182
Site1,9/28/2013 10:22,271.4319444,1,Dissolved Oxygen,%,93.67
Site1,9/28/2013 10:22,271.4319444,1,Dissolved Oxygen,mg/l,8.645
Site2,9/28/2013 10:22,271.4319444,1,Dissolved Oxygen,%,101.1636
Site2,9/28/2013 10:22,271.4319444,1,Dissolved Oxygen,mg/l,9.3366
Site1,9/28/2013 10:22,271.4319444,1,Temperature,deg C,18.259
Site2,9/28/2013 10:22,271.4319444,1,Temperature,deg C,19.7197
Site1,9/28/2013 10:26,271.4347222,3,Chlorophyll a,ug/L,3.99
Site1,9/28/2013 10:26,271.4347222,3,Chlorophyll a,RFUs,1.14
Site2,9/28/2013 10:26,271.4347222,3,Chlorophyll a,ug/L,4.3092
Site2,9/28/2013 10:26,271.4347222,3,Chlorophyll a,RFUs,1.2312
Site1,9/28/2013 10:26,271.4347222,3,Dissolved Oxygen,mg/l,8.5785
Site1,9/28/2013 10:26,271.4347222,3,Dissolved Oxygen,%,92.53
Site2,9/28/2013 10:26,271.4347222,3,Dissolved Oxygen,mg/l,9.2648
Site2,9/28/2013 10:26,271.4347222,3,Dissolved Oxygen,%,99.9324
Site1,9/28/2013 10:26,271.4347222,3,Temperature,deg C,18.107
Site2,9/28/2013 10:26,271.4347222,3,Temperature,deg C,19.5556
Site1,9/28/2013 10:30,271.4375,5,Chlorophyll a,ug/L,3.325
Site1,9/28/2013 10:30,271.4375,5,Chlorophyll a,RFUs,0.95
Site2,9/28/2013 10:30,271.4375,5,Chlorophyll a,ug/L,3.591
Site2,9/28/2013 10:30,271.4375,5,Chlorophyll a,RFUs,1.026
Site1,9/28/2013 10:30,271.4375,5,Dissolved Oxygen,mg/l,8.4645
Site1,9/28/2013 10:30,271.4375,5,Dissolved Oxygen,%,91.295
Site2,9/28/2013 10:30,271.4375,5,Dissolved Oxygen,mg/l,9.1417
Site2,9/28/2013 10:30,271.4375,5,Dissolved Oxygen,%,98.5986
Site1,9/28/2013 10:30,271.4375,5,Temperature,deg C,18.0595
Site2,9/28/2013 10:30,271.4375,5,Temperature,deg C,19.5043
Site1,9/28/2013 10:34,271.4402778,7,Chlorophyll a,ug/L,2.28
Site1,9/28/2013 10:34,271.4402778,7,Chlorophyll a,RFUs,0.665
Site2,9/28/2013 10:34,271.4402778,7,Chlorophyll a,ug/L,2.4624
Site2,9/28/2013 10:34,271.4402778,7,Chlorophyll a,RFUs,0.7182
Site1,9/28/2013 10:34,271.4402778,7,Dissolved Oxygen,%,89.49
Site1,9/28/2013 10:34,271.4402778,7,Dissolved Oxygen,mg/l,8.3125
Site2,9/28/2013 10:34,271.4402778,7,Dissolved Oxygen,%,96.6492
Site2,9/28/2013 10:34,271.4402778,7,Dissolved Oxygen,mg/l,8.9775
Site1,9/28/2013 10:34,271.4402778,7,Temperature,deg C,17.993
Site2,9/28/2013 10:34,271.4402778,7,Temperature,deg C,19.4324
Site1,9/28/2013 10:39,271.44375,9,Chlorophyll a,ug/L,2.945
Site1,9/28/2013 10:39,271.44375,9,Chlorophyll a,RFUs,0.855
Site2,9/28/2013 10:39,271.44375,9,Chlorophyll a,ug/L,3.1806
Site2,9/28/2013 10:39,271.44375,9,Chlorophyll a,RFUs,0.9234
Site1,9/28/2013 10:39,271.44375,9,Dissolved Oxygen,%,88.92
Site1,9/28/2013 10:39,271.44375,9,Dissolved Oxygen,mg/l,8.2745
Site2,9/28/2013 10:39,271.44375,9,Dissolved Oxygen,%,96.0336
Site2,9/28/2013 10:39,271.44375,9,Dissolved Oxygen,mg/l,8.9365
Site1,9/28/2013 10:39,271.44375,9,Temperature,deg C,17.9455
Site2,9/28/2013 10:39,271.44375,9,Temperature,deg C,19.3811
Site1,9/28/2013 10:43,271.4465278,11,Chlorophyll a,ug/L,1.425
Site1,9/28/2013 10:43,271.4465278,11,Chlorophyll a,RFUs,0.57
Site1,9/28/2013 10:43,271.4465278,11,Dissolved Oxygen,mg/l,0.988
Site1,9/28/2013 10:43,271.4465278,11,Dissolved Oxygen,%,9.975
Site1,9/28/2013 10:43,271.4465278,11,Temperature,deg C,14.6395
Site1,9/28/2013 11:01,271.4590278,13,Chlorophyll a,ug/L,0.95
Site1,9/28/2013 11:01,271.4590278,13,Chlorophyll a,RFUs,0.285
Site1,9/28/2013 11:01,271.4590278,13,Dissolved Oxygen,%,1.805
Site1,9/28/2013 11:01,271.4590278,13,Dissolved Oxygen,mg/l,0.209
Site1,9/28/2013 11:01,271.4590278,13,Temperature,deg C,10.0605
Site1,9/28/2013 11:03,271.4604167,15,Chlorophyll a,ug/L,0.76
Site1,9/28/2013 11:03,271.4604167,15,Chlorophyll a,RFUs,0.285
